persondata.txt   v0.1 GAMMEL UTGAVE H2010   Kilder: Wikipedia, TMDb   -*- coding:us-ascii -*-
aak1	AAke Fridell
ric127	Richard Jaeckel
ric128	Richard Jeni
ric129	Richard Jenkins
ric130	Richard Joffray
ric131	Richard Johnson
ric132	Richard Jordahl
ric133	Richard Joseph Paul
ric134	Richard Karlan
ric135	Richard Karn
ric136	Richard Kelly
ric137	Richard Kiel
ric138	Richard Kiley
ric139	Richard Kind
ric140	Richard Kline
ric141	Richard Kwietniowski
ric142	Richard L. Hawkins
ric143	Richard LaGravenese
ric144	Richard Lane
ric145	Richard Leaf
ric146	Richard LeParmentier
ric147	Richard Lester
ric148	Richard Levin
ric149	Richard Lewis
ric150	Richard Libertini
ric151	Richard Liberty
ric152	Richard Lineback
ric153	Richard Linklater
ric154	Richard Lintern
ric155	Richard Loncraine
ric156	Richard Long
ric157	Richard Loo
ric158	Richard Low
ric159	Richard Lowenstein
ric160	Richard Lynch
ric161	Richard Manuel
ric162	Richard Marquand
ric163	Richard Martin
ric164	Richard Masters
ric165	Richard Masur
ric166	Richard McCabe
ric167	Richard McGonagle
ric168	Richard McMillan
ric169	Richard Meese
ric170	Richard Messing
ric171	Richard Minchenberg
ric172	Richard Moir
ric173	Richard Moll
ric174	Richard Molloy
ric175	Richard Monette
ric176	Richard Montoya
ric177	Richard Mulligan
ric178	Richard Ng
ric179	Richard Norton
ric180	Richard O'Barry
ric181	Richard O'Brien
ric182	Richard O'Sullivan
ric183	Richardo Keens-Douglas
ric184	Richard Oswald
ric185	Richard Pace
ric186	Richard Pacheco
ric187	Richard Pasco
ric188	Richard Paul
ric189	Richard Pearce
ric190	Richard Pearson
ric191	Richard Portnow
ric192	Richard Pryor
ric193	Richard Quine
ric194	Richard Ray Perez
ric195	Richard Rich
ric196	Richard Riehle
ric197	Richard Romancito
ric198	Richard Romanus
ric199	Richard Rosson
ric200	Richard Roundtree
ric201	Richard Rush
ric202	Richard S. Brummer
ric203	Richard S. Castellano
ric204	Richard Sale
ric205	Richard Schaal
ric206	Richard Schiff
ric207	Richard Sears
ric208	Richard Shepard
ric209	Richard Singer
ric210	Richard Speight, Jr.
ric211	Richard Spence
ric212	Richard Stahl
ric213	Richard Stallman
ric214	Richard Stanley
ric215	Richard Steinmetz
ric216	Richard T. Heffron
ric217	Richard T. Jones
ric218	Richard Thomas
ric219	Richard Thorpe
ric220	Richard Todd
ric221	Richard Travis
ric222	Richard Tucker
ric223	Richard Tuggle
ric224	Richard Tyson
ric225	Richard Venture
ric226	Richard Vernon
ric227	Richard W. Haines
ric228	Richard W. Peterson
ric229	Richard Wallace
ric230	Richard Ward
ric231	Richard Waring
ric232	Richard Warner
ric233	Richard Warwick
ric234	Richard Wattis
ric235	Richard Webb
ric236	Richard Wenk
ric237	Richard Whorf
ric238	Richard Widmark
ric239	Richard Wilson
ric240	Richard Windmark
ric241	Richard Wordsworth
ric242	Rich Arons
ric243	Rich Christiano
ric244	Richert Easley
ric245	Richie Andrusco
ric246	Richie Sambora
ric247	Richmond Arquette
ric248	Richmond Johnson
ric249	Rich Sommer
ric250	Richy Muller
ric251	Rick Aviles
ric252	Rick Bieber
ric253	Rick Bota
ric254	Rick Danko
ric255	Rick Ducommun
ric256	Rick Duplissie
ric257	Rick Famuyiwa
ric258	Rick Fox
ric259	Rick Friedberg
ric260	Rick Gianasi
ric261	Rick Glassey
ric262	Rick Gonzalez
ric263	Rick Greenwald
ric264	Ric Kidney
ric265	Ricki Lake
ric266	Rick King
ric267	Rick Moranis
ric268	Rick Morrow
ric269	Rick Otto
ric270	Rick Overton
ric271	Rick Peters
ric272	Rick Ray
ric273	Rick Reinert
ric274	Rick Riccardo
ric275	Rick Rosenthal
ric276	Rick Rossovich
ric277	Rick Rubin
ric278	Rick Schroder
ric279	Rick Sloane
ric280	Rick Stevenson
ric281	Rick Wakeman
ric282	Ricky Dean Logan
ric283	Ricky Fataar
ric284	Ricky Gervais
ric285	Ricky Hui
ric286	Ricky Jay
ric287	Ricky Nelson
ric288	Ricky Paull Goldin
ric289	Ricky Smith
ric290	Ricky Tomlinson
ric291	Rick Yune
ric292	Rick Zumwalt
ric293	Ric Sarabia
ric294	Ric Young
rid1	Ridley Scott
rid2	Rider Strong
rid3	Ridhima
rie1	Rie Miyazawa
rie2	Rie Rasmussen
rif1	Rif Hutton
rig1	Ri Gyong-hi
rij1	Rijk de Gooyer
rik1	Rika Dialina
rik2	Rik Battaglia
rik3	Riki Lindhome
rik4	Rikiya Kurokawa
rik5	Rikiya Otaka
rik6	Rikke Wolck
rik7	Rikki Fulton
rik8	Rikki O'Neal
rik9	Rik Mayall
rik10	Rik Van Nutter
ril1	Rileah Vanderbilt
ril2	Riley Mills
ril3	Riley Smith
rim1	Rim Chang-bom
rim2	Rimi Sen
rin1	Rinaldo Smordoni
rin2	Rina Morelli
rin3	Ringo Lam
rin4	Ringo Starr
rin5	Rinko Kikuchi
rin6	Rin Seo
rin7	Rintaro
rin8	Rin Tin Tin, Jr.
rip1	Rip Taylor
rip2	Rip Torn
rir1	Riri Riza
rir2	Ri Ryeong-hun
ris1	Risa Bramon Garcia
ris2	Risa Goto
ris3	Risa Mizuno
ris4	Rishi Kapoor
ris5	Risto Tuorila
rit1	Rita Bland
rit2	Rita Davies
rit3	Rita Durao
rit4	Rita Gam
rit5	Rita Hayworth
rit6	Rita Johnson
rit7	Rita Karin
rit8	Rita Maiden
rit9	Rita Montone
rit10	Rita Moreno
rit11	Rita Tushingham
rit12	Rita Vale
rit13	Rita Wilson
rit14	Ritch Brinkley
rit15	Ritesh Deshmukh
rit16	Rituparno Ghosh
rit17	Ritwik Ghatak
riv1	River Phoenix
riv2	Rivka Neumann
riz1	Riz Abbasi
riz2	Riz Ahmed
rjp1	R.J. Parnell
rle1	R. Lee Ermey
rma1	R. Madhavan
rob1	Robert Zemeckis
rob2	Robin Wright
rob3	Rob Minkoff
rob4	Robert Redford
rob5	Robert Duvall
rob6	Robert Loggia
rob7	Robin Williams
rob8	Roberta Maxwell
rob9	Robert Benton
rob10	Robert Donat
rob11	Robert Preston
rob12	Robert Altman
rob13	Robert Harron
rob14	Robert Carlyle
rob15	Robert Downey, Jr.
rob16	Robert De Niro
rob17	Rob Reiner
rob18	Robert Mulligan
rob19	Robert Arkins
rob20	Robert Shaw
rob21	Robert Sean Leonard
rob22	Robby Benson
rob23	Roberto Benigni
rob24	Rob Marshall
rob25	Robert Wise
rob26	Robert Armstrong
rob27	Robert MacNaughton
rob28	Robbi Chong
rob29	Robbie Coltrane
rob30	Robbie Gee
rob31	Robbie Magasiva
rob32	Robbie Robertson
rob33	Robbie Williams
rob34	Rob Bowman
rob35	Rob Brown
rob36	Rob Brownstein
rob37	Rob Brydon
rob38	Robby Henson
rob39	Robby Kiger
rob40	Robby Tumewu
rob41	Rob Camilletti
rob42	Rob Campbell
rob43	Rob Cohen
rob44	Rob Corddry
rob45	Rob Curling
rob46	Rob Epstein
rob47	Robert A. McGowan
rob48	Roberta Collins
rob49	Robert Addie
rob50	Robert Adetuyi
rob51	Roberta Eaton
rob52	Robert Alda
rob53	Robert Aldrich
rob54	Robert Alley
rob55	Robert Ames
rob56	Robert Anderson
rob57	Robert Arthur
rob58	Roberta Tovey
rob59	Robert Atzorn
rob60	Robert August
rob61	Robert Ayres
rob62	Robert Bagnell
rob63	Robert Bailey
rob64	Robert Bailey Jr.
rob65	Robert Baker
rob66	Robert Barrat
rob67	Robert Bean
rob68	Robert Beatty
rob69	Robert Beauvais
rob70	Robert Beltran
rob71	Robert Belushi
rob72	Robert Benchley
rob73	Robert Ben Garant
rob74	Robert Bice
rob75	Robert Bierman
rob76	Robert Blake
rob77	Robert Bolt
rob78	Robert Boon
rob79	Robert Boris
rob80	Robert Boyd
rob81	Robert Bradbury
rob82	Robert Bresson
rob83	Robert Brian Wilson
rob84	Robert Brown
rob85	Robert Bruning
rob86	Robert Burton
rob87	Robert Butler
rob88	Robert Byrd
rob89	Robert C. Ramirez
rob90	Robert C. Sabin
rob91	Robert Carradine
rob92	Robert Cavanah
rob93	Robert Clampett
rob94	Robert Clarke
rob95	Robert Clouse
rob96	Robert Colbert
rob97	Robert Connolly
rob98	Robert Conrad
rob99	Robert Coogan
rob100	Robert Coote
rob101	Robert Corff
rob102	Robert Cornthwaite
rob103	Robert Crumb
rob104	Robert Culp
rob105	Robert Cummings
rob106	Robert Curtis Brown
rob107	Robert D. Siegel
rob108	Robert D. Webb
rob109	Robert Davi
rob110	Robert Dawson
rob111	Robert Day
rob112	Robert Deman
rob113	Robert Deveau
rob114	Robert DiPatri
rob115	Robert Dix
rob116	Robert Donner
rob117	Robert DoQui
rob118	Robert Dornan
rob119	Robert Dornhelm
rob120	Robert Dorning
rob121	Robert Douglas
rob122	Robert Downey
rob123	Robert Downey Sr.
rob124	Robert Drivas
rob125	Robert Duke
rob126	Robert Duncan McNeill
rob127	Robert Dunham
rob128	Robert Dyke
rob129	Robert E. Strickland
rob130	Robert Earl Jones
rob131	Robert Easton
rob132	Robert Edwards
rob133	Robert Elliott
rob134	Robert Ellis Miller
rob135	Robert Emhardt
rob136	Robert Emmett Keane
rob137	Robert Emmett O'Connor
rob138	Robert Englund
rob139	Robert F. Hill
rob140	Robert F. Kennedy Jr
rob141	Robert F. McGowan
rob142	Robert Fields
rob143	Robert Flemyng
rob144	Robert Florey
rob145	Robert Forster
rob146	Robert Foxworth
rob147	Robert Francis
rob148	Robert Frank
rob149	Robert Frazer
rob150	Robert Fuest
rob151	Robert Fuller
rob152	Robert Fyfe
rob153	Robert G. Vignola
rob154	Robert Gant
rob155	Robert Gardner
rob156	Robert Garrison
rob157	Robert Getchell
rob158	Robert Giggenbach
rob159	Robert Ginty
rob160	Robert Gordon
rob161	Robert Gossett
rob162	Robert Goulet
rob163	Robert Gray
rob164	Robert Greenwald
rob165	Robert Grubb
rob166	Robert Guillaume
rob167	Robert Gunner
rob168	Robert Gustafsson
rob169	Robert Hamer
rob170	Robert Hands
rob171	Robert Hardy
rob172	Robert Harling
rob173	Robert Harmon
rob174	Robert Harvey
rob175	Robert Hays
rob176	Robert Helpmann
rob177	Robert Henderson-Bland
rob178	Robert Hendrickson
rob179	Robert Hines
rob180	Robert Hirsch
rob181	Robert Hobbs
rob182	Robert Hoffman
rob183	Robert Hoffmann
rob184	Robert Hooks
rob185	Robert Hossein
rob186	Robert Houston
rob187	Robert Hutton
rob188	Robert Hyatt
rob189	Robert Ingi Douglas
rob190	Robert Iscove
rob191	Robert Ito
rob192	Robert Ivers
rob193	Robert J. Flaherty
rob194	Robert J. Rosenthal
rob195	Robert J. Siegel
rob196	Robert J. Wilke
rob197	Robert Jan Westdijk
rob198	Robert Jasper
rob199	Robert Joamie
rob200	Robert John Burke
rob201	Robert Joy
rob202	Robert K. Weiss
rob203	Robert Karnes
rob204	Robert Keith
rob205	Robert Kenner
rob206	Robert Kerman
rob207	Robert King
rob208	Robert Klane
rob209	Robert Klein
rob210	Robert Knapp
rob211	Robert Knepper
rob212	Robert Knott
rob213	Robert Kurcz
rob214	Robert Kurtzman
rob215	Robert Land
rob216	Robert Lang
rob217	Robert Lansing
rob218	Robert Lee
rob219	Robert Lee Rush
rob220	Robert Lepage
rob221	Robert Lewis
rob222	Robert Lieberman
rob223	Robert Lindsay
rob224	Robert Littman
rob225	Robert Logan
rob226	Robert Long
rob227	Robert Longo
rob228	Robert Longstreet
rob229	Robert Lowell
rob230	Robert Lowery
rob231	Robert Luketic
rob232	Robert M. Fresco
rob233	Robert Maillet
rob234	Robert Mammone
rob235	Robert Mandan
rob236	Robert Mandel
rob237	Robert Manuel
rob238	Robert Markowitz
rob239	Robert McKim
rob240	Robert McKimson
rob241	Robert McLane
rob242	Robert McWade
rob243	Robert Merrill
rob244	Robert Meyer Burnett
rob245	Robert Miano
rob246	Robert Middleton
rob247	Robert Milli
rob248	Robert Mitchum
rob249	Robert Monet
rob250	Robert Montgomery
rob251	Robert Moore
rob252	Robert Moresco
rob253	Robert Morgan
rob254	Robert Morley
rob255	Robert Morris
rob256	Robert Morse
rob257	Robert Musgrave
rob258	Robert N. Bradbury
rob259	Robert Neary
rob260	Robert Newton
rob261	Robert Nichols
rob262	Robert Noland
rob263	Robert Ober
rob264	Roberto Enriquez
rob265	Roberto Escalada
rob266	Robert Oliveri
rob267	Roberto Meza-Mont
rob268	Roberto Rey
rob269	Roberto Risso
rob270	Roberto Rossellini
rob271	Robert Osterloh
rob272	Robert Paige
rob273	Robert Parigi
rob274	Robert Parker
rob275	Robert Parrish
rob276	Robert Pastorelli
rob277	Robert Patrick
rob278	Robert Pattinson
rob279	Robert Phalen
rob280	Robert Phillips
rob281	Robert Picardo
rob282	Robert Plant
rob283	Robert Powell
rob284	Robert Prescott
rob285	Robert Prosky
rob286	Robert Pugh
rob287	Robert Pulcini
rob288	Robert Quarry
rob289	Robert Random
rob290	Robert Reed
rob291	Robert Ri'chard
rob292	Robert Ridgely
rob293	Robert Rietty
rob294	Robert Rodriguez
rob295	Robert Romanus
rob296	Robert Rooy
rob297	Robert Rossen
rob298	Robert Rusler
rob299	Robert Russell
rob300	Robert Ryan
rob301	Robert S. Fiveson
rob302	Robert Salis
rob303	Robert Sampson
rob304	Roberts Blossom
rob305	Robert Scheerer
rob306	Robert Schwartzman
rob307	Robert Schwentke
rob308	Robert Scott
rob309	Robert Scrivner
rob310	Robert Shayne
rob311	Robert Simonds
rob312	Robert Siodmak
rob313	Robert Smigel
rob314	Robertson White
rob315	Robert Stack
rob316	Robert Stadlober
rob317	Robert Stephens
rob318	Robert Sterling
rob319	Robert Stevenson
rob320	Robert Stone
rob321	Robert Strange
rob322	Robert Strauss
rob323	Robert Swan
rob324	Robert Tafur
rob325	Robert Taylor
rob326	Robert Thalheim
rob327	Robert Tinkler
rob328	Robert Tinnell
rob329	Robert Towne
rob330	Robert Townsend
rob331	Robert Tudawali
rob332	Robert Urich
rob333	Robert Urquhart
rob334	Robert Vaughn
rob335	Robert Vince
rob336	Robert Vito
rob337	Robert Wagner
rob338	Robert Walker
rob339	Robert Walker Jr.
rob340	Robert Walter
rob341	Robert Warwick
rob342	Robert Webb
rob343	Robert Webber
rob344	Robert Wells
rob345	Robert Wilcox
rob346	Robert Williams
rob347	Robert Wisdom
rob348	Robert Wu
rob349	Robert Wuhl
rob350	Robert Young
rob351	Robert Z'Dar
rob352	Robert Z. Leonard
rob353	Rob Garrison
rob354	Rob Green
rob355	Rob Hardy
rob356	Rob Hedden
rob357	Robin Askwith
rob358	Robin Bartlett
rob359	Robin Budd
rob360	Robin Burrows
rob361	Robin Byrd
rob362	Robin Campillo
rob363	Robin Christopher
rob364	Robin Clarke
rob365	Robin Dunne
rob366	Robin Frates
rob367	Robin Gammell
rob368	Robin Gibb
rob369	Robin Givens
rob370	Robin Hardy
rob371	Robin Johnson
rob372	Robin Kohn
rob373	Robin Leong
rob374	Robin Michaels
rob375	Robinne Lee
rob376	Robin Redd
rob377	Robin Renucci
rob378	Robin Riker
rob379	Robin Rochelle
rob380	Robin Sachs
rob381	Robin Sherwood
rob382	Robin Shou
rob383	Robinson Devor
rob384	Robin Stille
rob385	Robin Thomas
rob386	Robin Tunney
rob387	Robin Weisman
rob388	Robin Wright Penn
rob389	Rob Jenkins
rob390	Rob Klug
rob391	Rob Krausz
rob392	Rob LaDuca
rob393	Rob Letterman
rob394	Rob Lowe
rob395	Rob McKittrick
rob396	Rob Moore
rob397	Rob Moran
rob398	Rob Morrow
rob399	Rob Paulsen
rob400	Rob Pritts
rob401	Rob Schmidt
rob402	Rob Schneider
rob403	Rob Sitch
rob404	Rob Smiley
rob405	Rob Spera
rob406	Rob Stefaniuk
rob407	Rob Walker
rob408	Rob Williams
rob409	Robyn Cohen
rob410	Robyn Douglass
rob411	Robyn Lively
rob412	Robyn Lynne Raab
rob413	Robyn Stevan
rob414	Rob Zombie
roc1	Rock Hudson
roc2	Rocco Siffredi
roc3	Rocco Sisto
roc4	Rochelle Aytes
roc5	Rochelle Ballard
roc6	Rochelle Davis
roc7	Rochelle Hudson
roc8	Rockliffe Fellowes
roc9	Rockmond Dunbar
roc10	Rocky Costanzo
roc11	Rocky Giordani
roc12	Rocky Marciano
roc13	Rocky McKenzie
roc14	Rocky Morton
rod1	Rodrigo De la Serna
rod2	Rod Steiger
rod3	Rod Daniel
rod4	Roddy McDowall
rod5	Roddy Piper
rod6	Roderic Noble
rod7	Rodger Bumpass
rod8	Rodger Parsons
rod9	Rod Hardy
rod10	Rod Hebron
rod11	Rod La Rocque
rod12	Rod Lurie
rod13	Rodman Flender
rod14	Rod McCall
rod15	Rodney A. Grant
rod16	Rodney Bell
rod17	Rodney Brooks
rod18	Rodney Dangerfield
rod19	Rodney Diak
rod20	Rodney Eastman
rod21	Rodney Evans
rod22	Rodney Harvey
rod23	Rodney Mullen
rod24	Rodolfo Acosta
rod25	Rodolfo De Alexandre
rod26	Rodolfo Ranni
rod27	Rodolphe Pauly
rod28	Rodrigo dos Santos
rod29	Rodrigo Garcia Barcha
rod30	Rodrigo Garin
rod31	Rodrigo Lopresti
rod32	Rodrigo Murray
rod33	Rodrigo Noya
rod34	Rodrigo Santoro
rod35	Rod Taylor
roe1	Roe-ha Kim
roe2	Roeland Kerbosch
rog1	Roger Allers
rog2	Roger Aaron Brown
rog3	Roger Allam
rog4	Roger Ashton-Griffiths
rog5	Roger Avary
rog6	Roger B. Smith
rog7	Roger Bart
rog8	Roger Bataille
rog9	Roger Beatty
rog10	Roger Blin
rog11	Roger Bowen
rog12	Roger Casamajor
rog13	Roger Christian
rog14	Roger Corman
rog15	Roger Crowe
rog16	Roger Daltrey
rog17	Roger Dann
rog18	Roger Davis
rog19	Roger De Koven
rog20	Roger Diehl
rog21	Roger Donaldson
rog22	Roger Duchesne
rog23	Roger Dumas
rog24	Roger Dutoit
rog25	Roger E. Mosley
rog26	Roger Frost
rog27	Roger Gnoan M'Bala
rog28	Roger Guenveur Smith
rog29	Roger Hewlett
rog30	Roger Honorat
rog31	Roger Imhof
rog32	Roger Jackson
rog33	Roger Kumble
rog34	Roger Kwok
rog35	Roger Livesey
rog36	Roger Lloyd-Pack
rog37	Roger Michell
rog38	Roger Montsoret
rog39	Roger Moore
rog40	Roger Nygard
rog41	Roger Periard
rog42	Roger Perry
rog43	Roger Pierre
rog44	Roger Planchon
rog45	Roger Pryor
rog46	Roger R. Cross
rog47	Roger Rafal
rog48	Roger Rees
rog49	Roger Robinson
rog50	Roger Ruskin Spear
rog51	Roger Scott Russell
rog52	Roger Sloman
rog53	Roger Smith
rog54	Roger Souza
rog55	Roger Spottiswoode
rog56	Roger Stigliano
rog57	Roger Vadim
rog58	Roger Wilson
rog59	Roger Young
rog60	Roger Yuan
roh1	Rohini Hattangadi
roh2	Rohini
roh3	Rohitash Gaud
rok1	Roksana Abouova
rol1	Roland Emmerich
rol2	Roland Joffe
rol3	Rola Al Amin
rol4	Rolan Bykov
rol5	Roland Bertin
rol6	Roland Culver
rol7	Roland Giraud
rol8	Roland Manarin
rol9	Roland Manookian
rol10	Roland Mesa
rol11	Roland Monod
rol12	Rolando Molina
rol13	Rolando Nunez
rol14	Rolando Ravello
rol15	Roland Royter
rol16	Roland Suso Richter
rol17	Roland Thenot
rol18	Roland Topor
rol19	Roland Varno
rol20	Roland West
rol21	Roland Winters
rol22	Roland Wybenga
rol23	Roland Young
rol24	Rolf de Heer
rol25	Rolfe Sedan
rol26	Rolf Hoppe
rol27	Rolf Just Nilsen
rol28	Rolf Olsen
rol29	Rolf Schubel
rol30	Rolf Thiele
rol31	Rolf Wenkhaus
rol32	Rollo Weeks
rom1	Roman Polanski
rom2	Romola Garai
rom3	Romain Bouquet
rom4	Romain Duris
rom5	Romain Torres
rom6	Roma Maffia
rom7	Roman Bohnen
rom8	Roman Coppola
rom9	Romane Bohringer
rom10	Roman Knizka
rom11	Romano Kristoff
rom12	Romano Scavolini
rom13	Roman Tikhomirov
rom14	Roman Toporow
rom15	Roman Varshavsky
rom16	Romany Malco
rom17	Romeo Dallaire
rom18	Romina Mondello
rom19	Romola Remus
rom20	Romolo Valli
rom21	Romualdo Tirado
rom22	Romy Schneider
rom23	Romy Windsor,
ron1	Ron Silver
ron2	Ron Underwood
ron3	Ronald Reagan
ron4	Ron Clements
ron5	Ronald Neame
ron6	Ron Howard
ron7	Ron Leibman
ron8	Ronny Cox
ron9	Rona Figueroa
ron10	Ronald Adam
ron11	Ronald Allen
ron12	Ronald Cheng
ron13	Ronald Colman
ron14	Ronald F. Maxwell
ron15	Ronald Guttman
ron16	Ronald Halicki
ron17	Ronald Lacey
ron18	Ronald Lewis
ron19	Ronald Mlodzik
ron20	Ronald Pickup
ron21	Ronald V. Ashcroft
ron22	Ron Asheton
ron23	Ron Brice
ron24	Ron Carey
ron25	Ron Cey
ron26	Ron Crawford
ron27	Ron Dean
ron28	Rondi Reed
ron29	Ronee Blakley
ron30	Ron Eldard
ron31	Ron Ely
ron32	Ron Fazio
ron33	Ron Frazier
ron34	Ron Fricke
ron35	Rongguang Yu
ron36	Ron Haddrick
ron37	Roni Haarakangas
ron38	Ronit Elkabetz
ron39	Ron James
ron40	Ron Jeremy
ron41	Ron Judkins
ron42	Ron Kovic
ron43	Ron Krauss
ron44	Ron Lester
ron45	Ron Link
ron46	Ron Livingston
ron47	Ron Masak
ron48	Ron Melendez
ron49	Ron Moody
ron50	Ronnie Barker
ron51	Ronnie Bierman
ron52	Ronnie Schell
ron53	Ronnie Warner
ron54	Ronnie Williams
ron55	Ron Nummi
ron56	Ronny Yu
ron57	Ron O'Neal
ron58	Ron Oda
ron59	Ron Ormond
ron60	Ron Paul
ron61	Ron Perlman
ron62	Ron Randell
ron63	Ron Rich
ron64	Ron Rifkin
ron65	Ron Shelton
ron66	Ron Smerczak
ron67	Ron Starr
ron68	Ron Thomas
ron69	Ron Thompson
ron70	Ron Vawter
ron71	Ron Wood
roo1	Roosevelt Grier
ror1	Rory Calhoun
ror2	Rory Cochrane
ror3	Rory Culkin
ror4	Rory MacGregor
ror5	Rory Mallinson
ros1	Ross Kauffman
ros2	Rosario Flores
ros3	Rosa Blasi
ros4	Rosalba Neri
ros5	Rosalie Crutchley
ros6	Rosalind Allen
ros7	Rosalind Ayres
ros8	Rosalind Cash
ros9	Rosalind Ivan
ros10	Rosalind Knight
ros11	Rosalind Lloyd
ros12	Rosalind Marquis
ros13	Rosalind Miles
ros14	Rosalind Russell
ros15	Rosa Maria Sarda
ros16	Rosa Mia
ros17	Rosamund John
ros18	Rosamund Kwan
ros19	Rosamund Pike
ros20	Rosana Pastor
ros21	Rosanna Arquette
ros22	Rosanna DeSoto
ros23	Rosanne Katon
ros24	Rosa Rey
ros25	Rosario Dawson
ros26	Rosa Valetti
ros27	Rosa Virginia Bonilla
ros28	Rosa von Praunheim
ros29	Roschdy Zem
ros30	Roscoe "Fatty" Arbuckle
ros31	Roscoe Ates
ros32	Roscoe Karns
ros33	Roscoe Lee Browne
ros34	Rose Abdoo
ros35	Roseanne
ros36	Rose Arrick
ros37	Rose Byrne
ros38	Rose Dione
ros39	Rose Gua Ah Lei
ros40	Rose Hobart
ros41	Rose Jackson
ros42	Roselyn Sanchez
ros43	Rosel Zech
ros44	Rosemary Clooney
ros45	Rosemary Davis
ros46	Rosemary De Angelis
ros47	Rosemary DeCamp
ros48	Rosemary Forsyth
ros49	Rosemary Harris
ros50	Rosemary Lane
ros51	Rosemary Ledee
ros52	Rosemary Murphy
ros53	Rosemary Prinz
ros54	Rosemary Theby
ros55	Rose McGowan
ros56	Rose McIver
ros57	Rose Troche
ros58	Rosetta LeNoire
ros59	Roshan Seth
ros60	Rosie Holotik
ros61	Rosie O'Donnell
ros62	Rosie Perez
ros63	Rosie Shaw
ros64	Rosina Lawrence
ros65	Rospo Pallenberg
ros66	Rossana Podesta
ros67	Rossana Rory
ros68	Rossano Brazzi
ros69	Ross Bagdasarian, Jr.
ros70	Ross Bickell
ros71	Rossella Falk
ros72	Ross Elliott
ros73	Ross Harris
ros74	Ross Jolly
ros75	Ross Malinger
ros76	Ross McCall
ros77	Ross McElwee
ros78	Ross O'Donovan
ros79	Ross Partridge,
ros80	Rossy de Palma
ros81	Roswell Rudd
rou1	Rouben Mamoulian
rou2	Roukietou Barry
row1	Rowan Atkinson
row2	Rowan Woods
row3	Rowdy Herrington
row4	Rowena Bently
row5	Rowena King
row6	Rowland Brown
row7	Rowland V. Lee
rox1	Roxana Zal
rox2	Roxane Mesquida
rox3	Roxanna Bina
rox4	Roxanne Hart
roy1	Roy Scheider
roy2	Roy 'Chubby' Brown
roy3	Royal Dano
roy4	Roy Allen Smith
roy5	Roy Andersson
roy6	Roy Atwell
roy7	Roy Boulting
roy8	Roy Brocksmith
roy9	Roy Callender
roy10	Roy Campanella II
roy11	Roy Castle
roy12	Royce D. Applegate
roy13	Roy Cheung
roy14	Roy Chiao
roy15	Roy Chow
roy16	Roy D'Arcy
roy17	Roy Davies
roy18	Roy Del Ruth
roy19	Roy Dotrice
roy20	Roy Dupuis
roy21	Roy E. Disney
roy22	Roy Estrada
roy23	Roy Firestone
roy24	Roy Jenson
roy25	Roy Jones Jr.
roy26	Roy Kinnear
roy27	Roy McCardell
roy28	Roy Orbison
roy29	Roy Roberts
roy30	Roy Rogers
roy31	Roy Rowland
roy32	Royston Tan
roy33	Roy Thinnes
roy34	Roy Ward Baker
roy35	Roy William Neill
roy36	Roy Wilson
roz1	Roz Braverman
roz2	Roz Hammond
roz3	Roz Kelley
roz4	Roz Kelly
roz5	Rozsi Szollosi
rpa1	R. Paul Miller
rsu1	R. Sundarrajan
rua1	Ruaidhri Conroy
rua2	Ruan Lingyu
rub1	Ruben Anders
rub2	Ruben Blades
rub3	Ruben Ochandiano
rub4	Ruben Santiago-Hudson
rub5	Ruby Dee
rub6	Ruby Keeler
rub7	Ruby Moreno
rub8	Ruby Wax
rub9	Ruby Wong
rud1	Rudiger Vogler
rud2	Rudolf Forster
rud3	Rudolf Hess
rud4	Rudolf Ising
rud5	Rudolf Klein-Rogge
rud6	Rudolf Schundler
rud7	Rudolf Vrba
rud8	Rudolph Ising
rud9	Rudolph Mate
rud10	Rudolph Schildkraut
rud11	Rudolph Valentino
rud12	Rudraprasad Sengupta
rud13	Rudy Bond
rud14	Rudy De Luca
rud15	Rudy Ray Moore
rud16	Rudy Soedjarwo
rud17	Rudy Vallee
rud18	Rudy Wurlitzer
rud19	Rudy Youngblood
ruf1	Rufino Ingles
ruf2	Rufus
ruf3	Rufus Sewell
ruf4	Rufus Thomas
rug1	Ruggero Deodato
rul1	Rula Lenska
rum1	Rumi Hiragi
rum2	Ruma Guha Thakurta
rum3	Rumer Willis
run1	Rungrawan Tonahongsa
ruo1	Ruocheng Ying
rup1	Rupert Davies
rup2	Rupert Evans
rup3	Rupert Everett
rup4	Rupert Friend
rup5	Rupert Graves
rup6	Rupert Grint
rup7	Rupert Hughes
rup8	Rupert Julian
rup9	Rupert Penry-Jones
rup10	Rupert Wainwright
rus1	Russell Crowe
rus2	Russ Tamblyn
rus3	Russ Banham
rus4	Russ Bender
rus5	Russ Conway
rus6	Russell Brand
rus7	Russell Dykstra
rus8	Russell Ferrier
rus9	Russell Hicks
rus10	Russell Hodgkinson
rus11	Russell Holt
rus12	Russell Hopton
rus13	Russell Hornsby
rus14	Russell Johnson
rus15	Russell Means
rus16	Russell Mulcahy
rus17	Russell P. Marleau
rus18	Russell Rouse
rus19	Russell S. Doughten Jr.
rus20	Russell Sams
rus21	Russell Schweickart
rus22	Russell Simpson
rus23	Russell Thorson
rus24	Russell Todd
rus25	Russell Waters
rus26	Russell Wong
rus27	Russ Fega
rus28	Russ Grieve
rus29	Russi Taylor
